,code,list_date,lot_size,mkt_cap,offer_range,list_price,oversub,amtforone,hit_rate,cur_price,day1_perform,offer_period,list_market,industry,bkgd,hk_offer_shares,sponsor,sponsor1,sponsor2,sponsor3,sponsor4,sponsor5,offer_shares,offer_percent,lots_for_one,flow_cap,full_cap,sub_multiple,get_1lot_percent,HSBC Corporate Finance (Hong Kong) Limited,J.P. Morgan Securities (Far East) Limited,Merrill Lynch Far East Limited,RaffAello Capital Limited,UBS Securities Hong Kong Limited,中信建投(國際)融資有限公司,中信里昂證券資本市場有限公司,中國光大融資有限公司,中國國際金融香港證券有限公司,中國泛海企業融資有限公司,中國銀河國際證券(香港)有限公司,中州國際融資有限公司,中毅資本有限公司,中銀國際亞洲有限公司,交銀國際(亞洲)有限公司,信達國際融資有限公司,光銀國際資本有限公司,八方金融有限公司,凱基金融亞洲有限公司,創僑國際有限公司,創越融資有限公司,創陞融資有限公司,力高企業融資有限公司,卓亞（企業融資）有限公司,南華融資有限公司,博思融資有限公司,同人融資有限公司,國信證券(香港)融資有限公司,國元融資(香港)有限公司,國泰君安融資有限公司,均富融資有限公司,域高融資有限公司,大有融資有限公司,天泰金融服務有限公司,天財資本國際有限公司,天達融資亞洲有限公司,安信融資(香港)有限公司,富強金融資本有限公司,富比資本有限公司,實德新源資本有限公司,工銀國際融資有限公司,廣發融資(香港)有限公司,建泉融資有限公司,建銀國際金融有限公司,德健融資有限公司,德意志證券亞洲有限公司,招商證券(香港)有限公司,招銀國際融資有限公司,摩根士丹利亞洲有限公司,摩根大通證券(遠東)有限公司,新百利融資有限公司,星展亞洲融資有限公司,智富融資有限公司,東方融資(香港)有限公司,東興證券(香港)有限公司,民銀資本有限公司,法國巴黎證券(亞洲)有限公司,浦銀國際融資有限公司,浩德融資有限公司,海通國際資本有限公司,滙富融資有限公司,瑞士信貸(香港)有限公司,申萬宏源融資(香港)有限公司,竤信國際有限公司,第一上海融資有限公司,紅日資本有限公司,絡繹資本有限公司,耀盛資本有限公司,脈搏資本有限公司,興業金融融資有限公司,興證國際融資有限公司,花旗環球金融亞洲有限公司,英皇融資有限公司,英高財務顧問有限公司,茂宸環球資本有限公司,華泰金融控股(香港)有限公司,華邦融資有限公司,華高和昇財務顧問有限公司,西證(香港)融資有限公司,豐盛融資有限公司,農銀國際融資有限公司,野村國際(香港)有限公司,金利豐財務顧問有限公司,銀河—聯昌證券(香港)有限公司,鎧盛資本有限公司,長江證券融資(香港)有限公司,長雄證券有限公司,香江資本有限公司,高盛(亞洲)有限責任公司,麥格理資本股份有限公司,鼎珮證券有限公司,TUS Corporate Finance Limited,中泰國際融資有限公司,國金證券(香港)有限公司,上銀國際有限公司,富瑞金融集團香港有限公司,Credit Suisse (Hong Kong) Limited,復星恆利證券有限公司,day1_performance
259,HK.02003,2018/06/21,200,99.46-114.38,20.0-23.0,20.000,8.4,1手,100.0%,6.700,+2.250%,2018/06/07 - 2018/06/12,香港聯合交易所有限公司 (主板),其他金融,其他,"6,857,200 (10%)",瑞士信貸(香港)有限公司、高盛(亞洲)有限責任公司、摩根大通證券(遠東)有限公司、,瑞士信貸(香港)有限公司,高盛(亞洲)有限責任公司,摩根大通證券(遠東)有限公司,,,6857200.0,10.0,1,1371440000.0,9946086956.52174,9.4,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
260,HK.01806,2018/06/15,400,81.35-106.37,6.50-8.50,7.500,8.7,2手,70.0%,3.000,-11.733%,2018/06/01 - 2018/06/06,香港聯合交易所有限公司 (主板),其他金融,其他,"22,526,400 (10%)",摩根大通證券(遠東)有限公司、中信里昂證券資本市場有限公司、,摩根大通證券(遠東)有限公司,中信里昂證券資本市場有限公司,,,,22526400.0,10.0,2,1689480000.0,9385588235.294119,9.7,70.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.733
261,HK.08357,2018/06/15,5000,2.60-3.12,0.50-0.60,0.600,149.7,40手,3.3%,0.500,+31.667%,2018/06/01 - 2018/06/06,香港聯合交易所有限公司 (創業板),醫療器械及服務,其他,"65,000,000 (50%)",天泰金融服務有限公司、,天泰金融服務有限公司,,,,,65000000.0,50.0,40,78000000.0,312000000.0,150.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.667
262,HK.08403,2018/06/12,20000,2.40-3.20,0.12-0.16,0.145,115.6,20手,50.0%,0.035,-4.828%,2018/05/29 - 2018/06/01,香港聯合交易所有限公司 (創業板),其他支援服務,其他,"250,000,000 (50%)",RaffAello Capital Limited、,RaffAello Capital Limited,,,,,250000000.0,50.0,20,72500000.0,290000000.0,116.6,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.828
263,HK.01757,2018/06/07,10000,3.60-4.08,0.30-0.34,0.340,452.8,300手,30.0%,0.177,+5.882%,2018/05/23 - 2018/05/28,香港聯合交易所有限公司 (主板),建築及裝修,其他,"150,000,000 (50%)",德健融資有限公司、,德健融資有限公司,,,,,150000000.0,50.0,300,102000000.0,408000000.0,453.8,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882
264,HK.01451,2018/06/01,2000,2.40-2.72,1.20-1.36,1.340,613.0,150手,40.0%,0.530,+2.985%,2018/05/21 - 2018/05/25,香港聯合交易所有限公司 (主板),家具及家居用品,其他,"25,000,000 (50%)",第一上海融資有限公司、,第一上海融資有限公司,,,,,25000000.0,50.0,150,67000000.00000001,268000000.00000003,614.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985
265,HK.06119,2018/06/01,3000,5.04-6.00,0.84-1.00,0.850,15.9,6手,70.0%,0.460,-11.765%,2018/05/18 - 2018/05/24,香港聯合交易所有限公司 (主板),航運及港務,其他,"45,000,000 (30%)",RaffAello Capital Limited、,RaffAello Capital Limited,,,,,45000000.0,30.0,6,127500000.0,509999999.99999994,16.9,70.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.765
266,HK.08545,2018/05/31,8000,2.50-3.50,0.25-0.35,0.350,41.9,15手,9.0%,0.094,+14.286%,2018/05/18 - 2018/05/24,香港聯合交易所有限公司 (創業板),玩具,其他,"75,000,000 (30%)",豐盛融資有限公司、,豐盛融資有限公司,,,,,75000000.0,30.0,15,87500000.0,350000000.0,42.9,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286
267,HK.01978,2018/05/30,2000,8.00-10.40,1.00-1.30,1.100,978.1,750手,55.0%,0.490,+40.000%,2018/05/15 - 2018/05/18,香港聯合交易所有限公司 (主板),餐飲,其他,"100,000,000 (50%)",中國光大融資有限公司、,中國光大融資有限公司,,,,,100000000.0,50.0,750,220000000.00000003,880000000.0000001,979.1,55.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
268,HK.08490,2018/05/30,5000,2.96-4.09,0.42-0.58,0.580,116.5,4手,40.0%,0.440,+3.448%,2018/05/17 - 2018/05/23,香港聯合交易所有限公司 (創業板),半導體,其他,"85,000,000 (43.48%)",南華融資有限公司、,南華融資有限公司,,,,,85000000.0,43.48,4,113385464.58141674,409000000.0,117.5,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.448
269,HK.01598,2018/05/29,3000,9.76-13.97,0.79-1.13,1.130,107.6,20手,60.0%,0.770,+51.327%,2018/05/15 - 2018/05/18,香港聯合交易所有限公司 (主板),其他支援服務,其他,"180,000,000 (45.46%)",中信建投(國際)融資有限公司、,中信建投(國際)融資有限公司,,,,,180000000.0,45.46,20,447426308.84293884,1397000000.0000002,108.6,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.327
270,HK.08536,2018/05/18,10000,2.00-2.40,0.40-0.48,0.480,275.0,500手,40.0%,0.179,+2.083%,2018/05/08 - 2018/05/11,香港聯合交易所有限公司 (創業板),石油及天然氣,其他,"62,500,000 (50%)",智富融資有限公司、,智富融資有限公司,,,,,62500000.0,50.0,500,60000000.0,240000000.0,276.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083
271,HK.08105,2018/05/16,5000,3.20-4.00,0.40-0.50,0.400,34.4,1手,100.0%,0.520,+21.250%,2018/04/30 - 2018/05/04,香港聯合交易所有限公司 (創業板),其他支援服務,其他,"60,000,000 (30%)",中國光大融資有限公司、,中國光大融資有限公司,,,,,60000000.0,30.0,1,80000000.0,320000000.0,35.4,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25
272,HK.08521,2018/05/16,5000,2.40-2.88,0.50-0.60,0.580,20.3,1手,100.0%,0.390,+12.069%,2018/04/30 - 2018/05/04,香港聯合交易所有限公司 (創業板),紡織及制衣,其他,"36,000,000 (30%)",耀盛資本有限公司、,耀盛資本有限公司,,,,,36000000.0,30.0,1,69600000.0,278400000.0,21.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.069
273,HK.01742,2018/05/11,5000,6.40-7.68,0.40-0.48,0.450,52.2,1手,100.0%,0.142,-10.000%,2018/04/27 - 2018/05/03,香港聯合交易所有限公司 (主板),建築及裝修,其他,"160,000,000 (40%)",交銀國際(亞洲)有限公司、,交銀國際(亞洲)有限公司,,,,,160000000.0,40.0,1,180000000.0,720000000.0,53.2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0
274,HK.01750,2018/05/11,10000,5.40-6.84,0.30-0.38,0.300,22.4,1手,100.0%,0.110,+3.333%,2018/04/27 - 2018/05/03,香港聯合交易所有限公司 (主板),電氣設備,其他,"135,000,000 (30%)",豐盛融資有限公司、,豐盛融資有限公司,,,,,135000000.0,30.0,1,135000000.0,540000000.0,23.4,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333
275,HK.01752,2018/05/11,10000,6.79-9.30,0.27-0.37,0.330,15.9,1手,100.0%,0.300,+19.697%,2018/04/27 - 2018/05/03,香港聯合交易所有限公司 (主板),其他支援服務,其他,"188,520,000 (30%)",中國銀河國際證券(香港)有限公司、,中國銀河國際證券(香港)有限公司,,,,,188520000.0,30.0,1,207372000.0,829459459.4594595,16.9,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.697
276,HK.02119,2018/05/11,2000,10.86-15.86,1.50-2.19,1.980,161.9,40手,15.0%,1.080,+19.697%,2018/04/30 - 2018/05/04,香港聯合交易所有限公司 (主板),軟飲料,其他,"119,600,000 (50%)",中銀國際亞洲有限公司、上銀國際有限公司、,中銀國際亞洲有限公司,上銀國際有限公司,,,,119600000.0,50.0,40,473616000.0,1433917808.2191782,162.9,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.697
277,HK.08391,2018/05/11,4000,,0.60,0.600,6.9,1手,100.0%,0.335,+5.000%,2018/04/30 - 2018/05/04,香港聯合交易所有限公司 (創業板),印刷及包裝,其他,"11,000,000 (10%)",建泉融資有限公司、,建泉融資有限公司,,,,,11000000.0,10.0,1,66000000.0,264000000.0,7.9,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
278,HK.08527,2018/05/09,5000,2.50-3.00,0.50-0.60,0.500,9.8,18手,70.0%,0.750,+100.000%,2018/04/20 - 2018/04/25,香港聯合交易所有限公司 (創業板),餐飲,其他,"12,500,000 (10%)",大有融資有限公司、,大有融資有限公司,,,,,12500000.0,10.0,18,62500000.0,250000000.0,10.8,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
279,HK.01833,2018/05/04,100,542.19-584.88,50.80-54.80,54.800,653.0,50手,60.0%,55.250,0.000%,2018/04/23 - 2018/04/26,香港聯合交易所有限公司 (主板),醫療器械及服務,其他,"40,023,600 (25%)",花旗環球金融亞洲有限公司、摩根大通證券(遠東)有限公司、,花旗環球金融亞洲有限公司,摩根大通證券(遠東)有限公司,,,,40023600.0,25.0,50,8773173120.0,58488000000.0,654.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,HK.08107,2018/05/04,10000,2.00-2.40,0.20-0.24,0.225,31.2,10手,80.0%,0.070,+77.778%,2018/04/23 - 2018/04/26,香港聯合交易所有限公司 (創業板),服裝,其他,"75,000,000 (30%)",智富融資有限公司、,智富融資有限公司,,,,,75000000.0,30.0,10,56250000.0,225000000.0,32.2,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.778
281,HK.01671,2018/04/27,2000,2.68-2.93,1.74-1.90,1.900,1592.2,100手,20.0%,1.110,-5.789%,2018/04/16 - 2018/04/19,香港聯合交易所有限公司 (主板),供電供熱,H股,"19,270,000 (43.48%)",東方融資(香港)有限公司、,東方融資(香港)有限公司,,,,,19270000.0,43.48,100,84206531.73873045,293000000.0,1593.2,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.789
282,HK.08151,2018/04/23,5000,2.02-2.18,0.48-0.52,0.480,320.6,180手,60.0%,0.150,+6.250%,2018/04/09 - 2018/04/12,香港聯合交易所有限公司 (創業板),工業用品,其他,"52,500,000 (50%)",信達國際融資有限公司、,信達國際融資有限公司,,,,,52500000.0,50.0,180,50400000.0,201230769.23076925,321.6,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
283,HK.08511,2018/04/20,4000,2.20-3.40,0.55-0.85,0.650,69.1,15手,50.0%,0.151,-23.846%,2018/03/29 - 2018/04/10,香港聯合交易所有限公司 (創業板),工業用品,其他,"40,000,000 (40%)",RaffAello Capital Limited、,RaffAello Capital Limited,,,,,40000000.0,40.0,15,65000000.0,260000000.0,70.1,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.846
284,HK.01726,2018/04/18,5000,3.60-4.40,0.45-0.55,0.550,788.0,70手,20.0%,0.415,0.000%,2018/03/28 - 2018/04/04,香港聯合交易所有限公司 (主板),建築及裝修,其他,"100,000,000 (50%)",德健融資有限公司、,德健融資有限公司,,,,,100000000.0,50.0,70,110000000.00000001,440000000.00000006,789.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,HK.08241,2018/04/16,5000,1.73-1.94,0.48-0.54,0.540,675.6,200手,10.0%,0.192,+33.333%,2018/03/23 - 2018/03/28,香港聯合交易所有限公司 (創業板),軟飲料,其他,"45,000,000 (50%)",凱基金融亞洲有限公司、,凱基金融亞洲有限公司,,,,,45000000.0,50.0,200,48600000.0,194000000.0,676.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
286,HK.08447,2018/04/16,10000,2.30-2.70,0.23-0.27,0.270,25.9,8手,60.4%,0.050,+1.852%,2018/03/29 - 2018/04/06,香港聯合交易所有限公司 (創業板),餐飲,其他,"75,000,000 (30%)",同人融資有限公司、,同人融資有限公司,,,,,75000000.0,30.0,8,67500000.0,270000000.0,26.9,60.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.852
287,HK.08451,2018/04/16,10000,2.00-2.40,0.25-0.30,0.275,83.7,15手,61.8%,0.070,+3.636%,2018/03/27 - 2018/04/03,香港聯合交易所有限公司 (創業板),美容及個人護理,其他,"80,000,000 (40%)",智富融資有限公司、,智富融資有限公司,,,,,80000000.0,40.0,15,55000000.00000001,220000000.00000003,84.7,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.636
288,HK.08507,2018/04/16,4000,2.00-2.40,0.50-0.60,0.580,18.9,1手,100.0%,0.128,-15.517%,2018/03/29 - 2018/04/06,香港聯合交易所有限公司 (創業板),服裝,其他,"36,000,000 (30%)",大有融資有限公司、,大有融資有限公司,,,,,36000000.0,30.0,1,69600000.0,231999999.99999997,19.9,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.517
289,HK.01735,2018/03/29,2000,,1.50,1.500,742.9,80手,50.0%,8.880,+0.667%,2018/03/19 - 2018/03/22,香港聯合交易所有限公司 (主板),建築及裝修,其他,"33,000,000 (50%)",德健融資有限公司、,德健融資有限公司,,,,,33000000.0,50.0,80,99000000.0,396000000.0,743.9,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667
